TrxNo,PlazaNo,LaneNo,EntryPlaza,JobNo,TransactionDateTime,Trx,AVC,PaymentMode,FareAmount(RM),MfgNoTagID,PaidAmount(RM),Balance,AccountType,VehicleNo,Code,Remark,PenaltyCode
271,203,M02,,1,1/10/2025 10:25,1,,ENTRY,,3063340239,,,,,,,
289,203,K02,201,1,1/10/2025 10:25,1,1,TNG,9.2,1891408783,9.20,9.68,,,,,
48,203,K01,201,2,1/10/2025 10:25,3,3,TNG,18.4,4285954543,18.40,141.15,,,,,
269,203,K04,204,1,1/10/2025 10:25,1,1,TNG,7.2,1807975535,7.20,8.25,,,,,
290,203,K02,204,1,1/10/2025 10:25,1,1,TNG,7.2,3257553519,7.20,54.15,,,,,
289,203,K05,201,1,1/10/2025 10:25,1,1,TNG,9.2,1770838703,9.20,16.09,,,,,
483,203,M06,,1,1/10/2025 10:25,1,,ENTRY,,2271652271,,,,,,,
291,203,K02,201,1,1/10/2025 10:26,3,3,TNG,18.4,4147084495,18.40,145.88,,,,,
50,203,K01,204,2,1/10/2025 10:26,1,1,TNG,7.2,1647153487,7.20,6.81,,,,,
51,203,K01,202,2,1/10/2025 10:26,1,1,ABTC,5.6,4246296175,5.60,10.21,,,,,
275,203,M01,,1,1/10/2025 10:26,1,,ENTRY,,1316219567,,,,,,,
270,203,K04,201,1,1/10/2025 10:26,1,1,ABTC,9.2,1093018319,9.20,65.37,,,,,
326,203,M04,,1,1/10/2025 10:26,1,,ENTRY,,1066519919,,,,,,,
53,203,K01,204,2,1/10/2025 10:26,1,1,TNG,7.2,1806620559,7.20,7.46,,,,,
304,203,M07,,1,1/10/2025 10:26,1,,ENTRY,,E28011052000794AE10F0A55,,,3,JTM1696,,,
292,203,K02,204,1,1/10/2025 10:27,3,3,TNG,14.4,1654433007,14.40,64.20,,,,,
271,203,K04,204,1,1/10/2025 10:27,1,1,TNG,7.2,1299448463,7.20,19.13,,,,,
484,203,M06,,1,1/10/2025 10:27,1,,ENTRY,,1024264655,,,,,,,
305,203,M07,,1,1/10/2025 10:27,1,,ENTRY,,E28011052000748BE2B90A55,,,3,JSY8680,,,
293,203,K02,204,1,1/10/2025 10:27,3,3,TNG,14.4,2008698095,14.40,95.53,,,,,
327,203,M04,,1,1/10/2025 10:27,1,,ENTRY,,1636473423,,,,,,,
272,203,K04,201,1,1/10/2025 10:27,1,1,ABTC,9.2,1155672367,9.20,101.45,,,,,
272,203,M02,,1,1/10/2025 10:27,1,,ENTRY,,1801684527,,,,,,,
54,203,K01,201,2,1/10/2025 10:27,3,3,TNG,18.4,4248234287,18.40,87.80,,,,,
276,203,M01,,1,1/10/2025 10:27,1,,ENTRY,,1276795183,,,,,,,
294,203,K02,202,1,1/10/2025 10:27,3,3,TNG,11.3,1005224591,11.30,42.60,,,,,
485,203,M06,,1,1/10/2025 10:27,1,,ENTRY,,1323763983,,,,,,,
306,203,M07,,1,1/10/2025 10:27,1,,ENTRY,,E2C06A1220003F022CB96B89,,,3,SMD2148U,,,
55,203,K01,,2,1/10/2025 10:27,,,,0,3392377029,0.00,0.00, , ,7,  to ,
230,203,K06,204,1,1/10/2025 10:28,1,1,RFID,7.2,E2806F122000D5023E98CDAE,7.20,19.05,3,JVX2035,,,
57,203,K01,204,2,1/10/2025 10:28,1,1,TNG,7.2,3392377029,7.20,2.41,,,,,
273,203,M02,,1,1/10/2025 10:28,1,,ENTRY,,1241844175,,,,,,,
273,203,M02,,1,1/10/2025 10:28,,,,0,1241844175,0.00,0.00, , ,54,TngAutorefillDisable,
58,203,K01,201,2,1/10/2025 10:28,3,3,TNG,18.4,1299173391,18.40,17.78,,,,,
277,203,M01,,1,1/10/2025 10:28,1,,ENTRY,,4088317327,,,,,,,
328,203,M04,,1,1/10/2025 10:28,1,,ENTRY,,1829023823,,,,,,,
295,203,K02,201,1,1/10/2025 10:28,1,1,TNG,9.2,2277941775,9.20,42.52,,,,,
307,203,M07,,1,1/10/2025 10:28,1,,ENTRY,,E200341201340100062DFB71,,,3,JNV6278,,,
278,203,M01,,1,1/10/2025 10:28,1,,ENTRY,,4121703631,,,,,,,
274,203,K04,204,1,1/10/2025 10:28,1,1,TNG,7.2,1166833519,7.20,140.75,,,,,
59,203,K01,204,2,1/10/2025 10:28,3,3,TNG,14.4,1006565487,14.40,220.80,,,,,
59,203,K01,,2,1/10/2025 10:28,,,,0,1006565487,0.00,0.00, , ,53,TngAutorefillEnable,
274,203,M02,,1,1/10/2025 10:29,1,,ENTRY,,4149423311,,,,,,,
279,203,M01,,1,1/10/2025 10:29,1,,ENTRY,,1011225903,,,,,,,
280,203,M01,,1,1/10/2025 10:29,1,,ENTRY,,4104684495,,,,,,,
60,203,K01,204,2,1/10/2025 10:29,1,1,TNG,7.2,1841352943,7.20,5.29,,,,,
275,203,M02,,1,1/10/2025 10:29,1,,ENTRY,,1044710383,,,,,,,
329,203,M04,,1,1/10/2025 10:29,1,,ENTRY,,1024832271,,,,,,,
275,203,K04,201,1,1/10/2025 10:29,1,1,TNG,9.2,1323798607,9.20,205.87,,,,,
276,203,M02,,1,1/10/2025 10:29,1,,ENTRY,,3383429231,,,,,,,
281,203,M01,,1,1/10/2025 10:29,1,,ENTRY,,1187648079,,,,,,,
486,203,M06,,1,1/10/2025 10:30,1,,ENTRY,,1013800655,,,,,,,
277,203,M02,,1,1/10/2025 10:30,1,,ENTRY,,2008098095,,,,,,,
282,203,M01,203,1,1/10/2025 10:30,1,1,EXM,0,          ,0.00,0.00,,,,,
278,203,M02,,1,1/10/2025 10:30,1,,ENTRY,,1810905327,,,,,,,
279,203,M02,,1,1/10/2025 10:30,1,,ENTRY,,1882758799,,,,,,,
283,203,M01,,1,1/10/2025 10:31,1,,ENTRY,,4113327055,,,,,,,
280,203,M02,,1,1/10/2025 10:31,1,,ENTRY,,1828893519,,,,,,,
330,203,M04,,1,1/10/2025 10:31,1,,ENTRY,,1011247471,,,,,,,
284,203,M01,,1,1/10/2025 10:31,1,,ENTRY,,3304503951,,,,,,,
296,203,K02,202,1,1/10/2025 10:31,1,1,TNG,5.6,1029056047,5.60,4.51,,,,,
297,203,K02,202,1,1/10/2025 10:31,1,1,TNG,5.6,1158008527,5.60,8.60,,,,,
285,203,M01,,1,1/10/2025 10:31,1,,ENTRY,,1060132303,,,,,,,
308,203,M07,,1,1/10/2025 10:31,1,,ENTRY,,E2806F1220003902424AFAB1,,,3,WJF9184,,,
298,203,K02,202,1,1/10/2025 10:31,3,3,ABTC,11.3,1628083887,11.30,34.06,,,,,
290,203,K05,204,1,1/10/2025 10:32,1,1,TNG,7.2,1297664175,7.20,91.59,,,,,
62,203,K01,201,2,1/10/2025 10:32,3,3,TNG,18.4,1878706703,18.40,4.48,,,,,
276,203,K04,204,1,1/10/2025 10:32,1,1,ABTC,7.2,4044649519,7.20,17.33,,,,,
300,203,K02,202,1,1/10/2025 10:32,1,1,TNG,5.6,1632468303,5.60,7.65,,,,,
63,203,K01,201,2,1/10/2025 10:32,3,3,TNG,18.4,1300145551,18.40,139.74,,,,,
63,203,K01,,2,1/10/2025 10:32,,,,0,1300145551,0.00,0.00, , ,53,TngAutorefillEnable,
301,203,K02,202,1,1/10/2025 10:32,3,3,TNG,11.3,1051055279,11.30,332.58,,,,,
301,203,K02,,1,1/10/2025 10:32,,,,0,1051055279,0.00,0.00, , ,54,TngAutorefillDisable,
291,203,K05,204,1,1/10/2025 10:32,1,1,TNG,7.2,2211046031,7.20,6.43,,,,,
277,203,K04,204,1,1/10/2025 10:32,1,1,ABTC,7.2,1788009487,7.20,21.26,,,,,
331,203,M04,,1,1/10/2025 10:32,1,,ENTRY,,1745783055,,,,,,,
292,203,K05,202,1,1/10/2025 10:32,1,1,TNG,5.6,1847638479,5.60,45.59,,,,,
488,203,M06,,1,1/10/2025 10:32,1,,ENTRY,,967297999,,,,,,,
332,203,M04,,1,1/10/2025 10:33,1,,ENTRY,,1827062031,,,,,,,
64,203,K01,202,2,1/10/2025 10:33,3,3,TNG,11.3,1004961455,11.30,97.00,,,,,
281,203,M02,,1,1/10/2025 10:33,1,,ENTRY,,1277590671,,,,,,,
302,203,K02,202,1,1/10/2025 10:33,2,2,ABTC,8.5,1878712975,8.50,81.44,,,,,
286,203,M01,,1,1/10/2025 10:33,1,,ENTRY,,2208980655,,,,,,,
278,203,K04,204,1,1/10/2025 10:33,1,1,TNG,7.2,1129421071,7.20,24.60,,,,,
287,203,M01,,1,1/10/2025 10:33,1,,ENTRY,,3130417359,,,,,,,
282,203,M02,,1,1/10/2025 10:33,1,,ENTRY,,1700979727,,,,,,,
309,203,M07,,1,1/10/2025 10:33,1,,ENTRY,,E2806F1220004F02412D72EB,,,3,JLP9747,,,
333,203,M04,,1,1/10/2025 10:33,1,,ENTRY,,3091031247,,,,,,,
283,203,M02,,1,1/10/2025 10:33,1,,ENTRY,,1791144687,,,,,,,
489,203,M06,,1,1/10/2025 10:34,1,,ENTRY,,3279230021,,,,,,,
288,203,M01,,1,1/10/2025 10:34,1,,ENTRY,,1771320111,,,,,,,
284,203,M02,,1,1/10/2025 10:34,1,,ENTRY,,2002550063,,,,,,,
310,203,M07,,1,1/10/2025 10:34,1,,ENTRY,,E2806F1220002D023E9CA5AC,,,3,WXA2226,,,
490,203,M06,,1,1/10/2025 10:34,1,,ENTRY,,1354626319,,,,,,,
285,203,M02,,1,1/10/2025 10:34,1,,ENTRY,,1269676271,,,,,,,
65,203,K01,201,2,1/10/2025 10:34,3,3,TNG,18.4,2239637071,18.40,139.50,,,,,
279,203,K04,,1,1/10/2025 10:35,,,,0,1325171183,0.00,0.00, , ,7,  to ,
491,203,M06,,1,1/10/2025 10:35,1,,ENTRY,,4161915055,,,,,,,
289,203,M01,,1,1/10/2025 10:35,1,,ENTRY,,1812119599,,,,,,,
66,203,K01,201,2,1/10/2025 10:35,3,3,TNG,18.4,4249421935,18.40,43.75,,,,,
281,203,K04,204,1,1/10/2025 10:35,1,1,ABTC,7.2,1325171183,7.20,84.28,,,,,
286,203,M02,,1,1/10/2025 10:35,1,,ENTRY,,3094171631,,,,,,,
67,203,K01,201,2,1/10/2025 10:35,3,3,TNG,18.4,1050622959,18.40,60.51,,,,,
67,203,K01,,2,1/10/2025 10:35,,,,0,1050622959,0.00,0.00, , ,53,TngAutorefillEnable,
287,203,M02,,1,1/10/2025 10:35,1,,ENTRY,,1073765807,,,,,,,
287,203,M02,,1,1/10/2025 10:35,,,,0,1073765807,300.00,346.99,,,,,
290,203,M01,,1,1/10/2025 10:35,1,,ENTRY,,1017676335,,,,,,,
68,203,K01,204,2,1/10/2025 10:35,1,1,TNG,7.2,1213782959,7.20,2.74,,,,,
69,203,K01,204,2,1/10/2025 10:35,2,2,TNG,10.8,3330623317,10.80,10.57,,,,,
288,203,M02,,1,1/10/2025 10:35,1,,ENTRY,,1106969775,,,,,,,
291,203,M01,,1,1/10/2025 10:35,1,,ENTRY,,1827056559,,,,,,,
293,203,K05,201,1,1/10/2025 10:36,1,1,ABTC,9.2,1815025583,9.20,70.80,,,,,
292,203,M01,203,1,1/10/2025 10:36,1,1,EXM,0,          ,0.00,0.00,,,,,
289,203,M02,,1,1/10/2025 10:36,1,,ENTRY,,1773820911,,,,,,,
492,203,M06,,1,1/10/2025 10:36,1,,ENTRY,,1866279311,,,,,,,
335,203,M04,,1,1/10/2025 10:36,1,,ENTRY,,4284169871,,,,,,,
70,203,K01,202,2,1/10/2025 10:36,3,3,TNG,11.3,1778666767,11.30,175.12,,,,,
293,203,M01,,1,1/10/2025 10:36,1,,ENTRY,,1031747759,,,,,,,
311,203,M07,,1,1/10/2025 10:36,1,,ENTRY,,E2806F12200075024133AECD,,,3,JPH1119,,,
290,203,M02,,1,1/10/2025 10:36,1,,ENTRY,,1174003599,,,,,,,
282,203,K04,204,1,1/10/2025 10:36,1,1,TNG,7.2,1090973711,7.20,33.03,,,,,
303,203,K02,204,1,1/10/2025 10:36,1,1,TNG,7.2,4169067823,7.20,199.36,,,,,
493,203,M06,,1,1/10/2025 10:36,1,,ENTRY,,1792842351,,,,,,,
336,203,M04,,1,1/10/2025 10:36,1,,ENTRY,,3046982127,,,,,,,
294,203,M01,,1,1/10/2025 10:36,1,,ENTRY,,1319705039,,,,,,,
71,203,K01,204,2,1/10/2025 10:36,3,3,TNG,14.4,1058143279,14.40,477.90,,,,,
304,203,K02,202,1,1/10/2025 10:37,1,1,TNG,5.6,4278567471,5.60,47.63,,,,,
494,203,M06,,1,1/10/2025 10:37,1,,ENTRY,,1173504399,,,,,,,
295,203,M01,,1,1/10/2025 10:37,1,,ENTRY,,3242922965,,,,,,,
495,203,M06,,1,1/10/2025 10:37,1,,ENTRY,,1054076143,,,,,,,
295,203,K05,201,1,1/10/2025 10:37,1,1,TNG,9.2,1889769615,9.20,13.67,,,,,
283,203,K04,202,1,1/10/2025 10:37,1,1,TNG,5.6,1636571343,5.60,83.28,,,,,
296,203,K05,202,1,1/10/2025 10:37,1,1,ABTC,5.6,1143607151,5.60,1258.05,,,,,
296,203,M01,,1,1/10/2025 10:37,1,,ENTRY,,3366434549,,,,,,,
284,203,K04,201,1,1/10/2025 10:37,1,1,TNG,9.2,1839659215,9.20,15.01,,,,,
73,203,K01,204,2,1/10/2025 10:38,1,1,TNG,7.2,2217842799,7.20,6.60,,,,,
337,203,M04,,1,1/10/2025 10:38,,,,0,2230685967,0.00,0.00, , ,7,  to ,
339,203,M04,,1,1/10/2025 10:38,1,,ENTRY,,2230685967,,,,,,,
74,203,K01,201,2,1/10/2025 10:38,3,3,TNG,18.4,2259985807,18.40,127.56,,,,,
496,203,M06,,1,1/10/2025 10:38,1,,ENTRY,,1124179855,,,,,,,
306,203,K02,201,1,1/10/2025 10:38,3,3,TNG,18.4,4107116879,18.40,104.90,,,,,
75,203,K01,201,2,1/10/2025 10:39,3,3,TNG,18.4,2008622447,18.40,98.02,,,,,
297,203,M01,,1,1/10/2025 10:39,1,,ENTRY,,4044599311,,,,,,,
285,203,K04,201,1,1/10/2025 10:39,1,1,TNG,9.2,1855049295,9.20,44.30,,,,,
497,203,M06,,1,1/10/2025 10:39,1,,ENTRY,,1619185967,,,,,,,
291,203,M02,,1,1/10/2025 10:39,1,,ENTRY,,4214150127,,,,,,,
231,203,K06,202,1,1/10/2025 10:39,1,1,RFID,5.6,E2806F1220005B02424E4FF1,5.60,191.31,3,JMV8222,,,
307,203,K02,202,1,1/10/2025 10:39,3,3,TNG,11.3,2235794831,11.30,4.19,,,,,
292,203,M02,,1,1/10/2025 10:39,1,,ENTRY,,1167466831,,,,,,,
76,203,K01,202,2,1/10/2025 10:39,1,1,ABTC,5.6,1098364463,5.60,18.14,,,,,
298,203,M01,,1,1/10/2025 10:39,1,,ENTRY,,1779155951,,,,,,,
77,203,K01,201,2,1/10/2025 10:39,3,3,TNG,18.4,1074993007,18.40,1099.33,,,,,
297,203,K05,202,1,1/10/2025 10:39,1,1,TNG,5.6,4171328751,5.60,21.25,,,,,
312,203,M07,,1,1/10/2025 10:40,1,,ENTRY,,E280110520007A9949150AE3,,,3,QCR3857,,,
232,203,K06,201,1,1/10/2025 10:40,1,1,RFID,9.2,E28011052000791AC54E0A55,9.20,1728.36,3,JTA7743,,,
298,203,K05,202,1,1/10/2025 10:40,1,1,TNG,5.6,2166274895,5.60,24.95,,,,,
498,203,M06,,1,1/10/2025 10:40,1,,ENTRY,,1873985135,,,,,,,
340,203,M04,,1,1/10/2025 10:40,1,,ENTRY,,1063272367,,,,,,,
499,203,M06,,1,1/10/2025 10:40,1,,ENTRY,,1053081103,,,,,,,
286,203,K04,204,1,1/10/2025 10:40,1,1,TNG,7.2,1899282383,7.20,57.60,,,,,
311,203,K02,201,1,1/10/2025 10:40,2,2,TNG,13.8,1701290287,13.80,145.94,,,,,
293,203,M02,,1,1/10/2025 10:40,1,,ENTRY,,2222890351,,,,,,,
299,203,M01,,1,1/10/2025 10:41,1,,ENTRY,,1724610575,,,,,,,
78,203,K01,204,2,1/10/2025 10:41,3,3,TNG,14.4,4118932207,14.40,211.00,,,,,
313,203,M07,,1,1/10/2025 10:41,1,,ENTRY,,E280110520007642E82D0ACC,,,3,JXV2515,,,
500,203,M06,,1,1/10/2025 10:41,1,,ENTRY,,1158769679,,,,,,,
233,203,K06,201,1,1/10/2025 10:41,1,1,RFID,9.2,E280110520007054C70B0A55,9.20,70.80,3,VHY9457,,,
342,203,M04,,1,1/10/2025 10:41,1,,ENTRY,,3081367983,,,,,,,
80,203,K01,204,2,1/10/2025 10:41,1,1,TNG,7.2,1897614095,7.20,28.83,,,,,
287,203,K04,202,1,1/10/2025 10:41,1,1,ABTC,5.6,4041973487,5.60,1575.89,,,,,
234,203,K06,201,1,1/10/2025 10:42,1,1,RFID,9.2,E2806F1220005A024137F1B9,9.20,3.97,3,WUB4188,,,
312,203,K02,201,1,1/10/2025 10:42,2,2,TNG,13.8,1017348207,13.80,43.12,,,,,
81,203,K01,204,2,1/10/2025 10:42,2,2,TNG,10.8,1211569967,10.80,11.27,,,,,
299,203,K05,204,1,1/10/2025 10:42,1,1,TNG,7.2,2252253647,7.20,2.32,,,,,
82,203,K01,204,2,1/10/2025 10:42,1,1,TNG,7.2,2255171503,7.20,41.22,,,,,
501,203,M06,,1,1/10/2025 10:42,1,,ENTRY,,1243338959,,,,,,,
501,203,M06,,1,1/10/2025 10:42,,,,0,1243338959,0.00,0.00, , ,54,TngAutorefillDisable,
314,203,M07,,1,1/10/2025 10:42,1,,ENTRY,,E2806F1220005B02424E4FF1,,,3,JMV8222,,,
315,203,M07,,1,1/10/2025 10:43,1,,ENTRY,,E2806F12200016023E9C4F50,,,3,KFT6901,,,
300,203,M01,,1,1/10/2025 10:43,1,,ENTRY,,1034147887,,,,,,,
83,203,K01,201,2,1/10/2025 10:43,3,3,TNG,18.4,4121359631,18.40,58.19,,,,,
502,203,M06,,1,1/10/2025 10:43,1,,ENTRY,,4283856431,,,,,,,
84,203,K01,201,2,1/10/2025 10:43,3,3,TNG,18.4,4124735823,18.40,117.86,,,,,
288,203,K04,204,1,1/10/2025 10:43,1,1,TNG,7.2,1616322351,7.20,74.02,,,,,
313,203,K02,204,1,1/10/2025 10:43,3,3,TNG,14.4,1656181679,14.40,298.45,,,,,
289,203,K04,204,1,1/10/2025 10:43,1,1,ABTC,7.2,1688679759,7.20,43.25,,,,,
85,203,K01,201,2,1/10/2025 10:43,3,3,TNG,18.4,1744618863,18.40,145.74,,,,,
314,203,K02,202,1,1/10/2025 10:44,1,1,TNG,5.6,1807756687,5.60,2.06,,,,,
343,203,M04,,1,1/10/2025 10:44,1,,ENTRY,,1765892687,,,,,,,
301,203,M01,,1,1/10/2025 10:44,1,,ENTRY,,1038986735,,,,,,,
316,203,K02,204,1,1/10/2025 10:44,1,1,TNG,7.2,3091287727,7.20,45.46,,,,,
344,203,M04,,1,1/10/2025 10:44,1,,ENTRY,,1808747151,,,,,,,
302,203,M01,,1,1/10/2025 10:44,1,,ENTRY,,1824816687,,,,,,,
294,203,M02,,1,1/10/2025 10:44,1,,ENTRY,,2220693999,,,,,,,
300,203,K05,201,1,1/10/2025 10:44,1,1,TNG,9.2,1628083919,9.20,28.82,,,,,
295,203,M02,,1,1/10/2025 10:45,1,,ENTRY,,1127285999,,,,,,,
235,203,K06,201,1,1/10/2025 10:45,1,1,RFID,9.2,E2806F122000DE02412D7719,9.20,231.65,3,JLQ1515,,,
301,203,K05,204,1,1/10/2025 10:45,1,1,TNG,7.2,1146515663,7.20,51.20,,,,,
86,203,K01,201,2,1/10/2025 10:45,3,3,TNG,18.4,1044492687,18.40,182.30,,,,,
303,203,M01,,1,1/10/2025 10:45,1,,ENTRY,,1033772175,,,,,,,
345,203,M04,,1,1/10/2025 10:45,,,,0,1325833615,0.00,0.00, , ,7,  to ,
346,203,M04,,1,1/10/2025 10:45,1,,ENTRY,,1325833615,,,,,,,
317,203,K02,202,1,1/10/2025 10:45,1,1,TNG,5.6,1170036655,5.60,18.17,,,,,
87,203,K01,202,2,1/10/2025 10:46,3,3,TNG,11.3,1011763311,11.30,18.20,,,,,
236,203,K06,201,1,1/10/2025 10:46,1,1,RFID,9.2,E2801105200074DDE92D0ACC,9.20,70.80,3,VS3470,,,
347,203,M04,,1,1/10/2025 10:46,1,,ENTRY,,4038968655,,,,,,,
296,203,M02,,1,1/10/2025 10:46,1,,ENTRY,,1862340431,,,,,,,
319,203,K02,202,1,1/10/2025 10:46,3,3,TNG,11.3,1884992591,11.30,27.72,,,,,
88,203,K01,202,2,1/10/2025 10:46,3,3,TNG,11.3,1842039599,11.30,52.90,,,,,
320,203,K02,201,1,1/10/2025 10:46,3,3,TNG,18.4,1695411663,18.40,531.29,,,,,
302,203,K05,204,1,1/10/2025 10:46,1,1,ABTC,7.2,4070528079,7.20,31.27,,,,,
290,203,K04,204,1,1/10/2025 10:46,1,1,TNG,7.2,1328627407,7.20,16.93,,,,,
297,203,M02,,1,1/10/2025 10:46,1,,ENTRY,,1242525391,,,,,,,
297,203,M02,,1,1/10/2025 10:46,,,,0,1242525391,0.00,0.00, , ,54,TngAutorefillDisable,
89,203,K01,202,2,1/10/2025 10:47,2,2,TNG,8.5,2237567599,8.50,102.52,,,,,
303,203,K05,201,1,1/10/2025 10:47,1,1,TNG,9.2,1703525871,9.20,162.57,,,,,
291,203,K04,204,1,1/10/2025 10:47,1,1,ABTC,7.2,1888533679,7.20,22.84,,,,,
90,203,K01,202,2,1/10/2025 10:47,3,3,TNG,11.3,2261429583,11.30,63.30,,,,,
237,203,K06,202,1,1/10/2025 10:47,1,1,RFID,5.6,E2806F1220004C02424F5B3A,5.60,17.37,3,JXH8761,,,
348,203,M04,,1,1/10/2025 10:47,1,,ENTRY,,1099750415,,,,,,,
304,203,M01,,1,1/10/2025 10:47,1,,ENTRY,,1100587727,,,,,,,
298,203,M02,,1,1/10/2025 10:47,1,,ENTRY,,2220236495,,,,,,,
292,203,K04,204,1,1/10/2025 10:47,1,1,TNG,7.2,1302707631,7.20,2.80,,,,,
503,203,M06,,1,1/10/2025 10:47,1,,ENTRY,,1063784239,,,,,,,
316,203,M07,,1,1/10/2025 10:47,1,,ENTRY,,E280110520007A8AF92A0ACE,,,3,JXC3473,,,
504,203,M06,,1,1/10/2025 10:48,1,,ENTRY,,4114963727,,,,,,,
322,203,K02,201,1,1/10/2025 10:48,2,2,TNG,13.8,1100477935,13.80,47.86,,,,,
91,203,K01,202,2,1/10/2025 10:48,3,3,TNG,11.3,1886768911,11.30,99.30,,,,,
304,203,K05,201,1,1/10/2025 10:48,1,1,ABTC,9.2,2251732015,9.20,287.06,,,,,
305,203,M01,,1,1/10/2025 10:48,1,,ENTRY,,2237255023,,,,,,,
299,203,M02,,1,1/10/2025 10:48,1,,ENTRY,,3189129583,,,,,,,
505,203,M06,,1,1/10/2025 10:48,1,,ENTRY,,1143943471,,,,,,,
92,203,K01,201,2,1/10/2025 10:48,2,2,TNG,13.8,1080000655,13.80,336.30,,,,,
323,203,K02,202,1,1/10/2025 10:48,3,3,TNG,11.3,3257586735,11.30,116.00,,,,,
93,203,K01,202,2,1/10/2025 10:48,3,3,TNG,11.3,1667864815,11.30,103.20,,,,,
506,203,M06,,1,1/10/2025 10:49,1,,ENTRY,,3179551791,,,,,,,
349,203,M04,,1,1/10/2025 10:49,1,,ENTRY,,3314226709,,,,,,,
238,203,K06,204,1,1/10/2025 10:49,1,1,RFID,7.2,E2806F122000B502424FA657,7.20,29.82,3,QS7998R,,,
507,203,M06,,1,1/10/2025 10:49,1,,ENTRY,,1306429071,,,,,,,
94,203,K01,204,2,1/10/2025 10:49,2,2,TNG,10.8,1148922287,10.80,25.66,,,,,
350,203,M04,,1,1/10/2025 10:49,1,,ENTRY,,3260508261,,,,,,,
300,203,M02,,1,1/10/2025 10:49,1,,ENTRY,,1088076559,,,,,,,
239,203,K06,201,1,1/10/2025 10:49,1,1,RFID,9.2,E280110520007449E8420ACC,9.20,70.80,3,PPY3463,,,
351,203,M04,,1,1/10/2025 10:49,1,,ENTRY,,1880619887,,,,,,,
95,203,K01,201,2,1/10/2025 10:49,3,3,TNG,18.4,1087874575,18.40,47.50,,,,,
96,203,K01,202,2,1/10/2025 10:50,3,3,TNG,11.3,4147583855,11.30,112.81,,,,,
508,203,M06,,1,1/10/2025 10:50,1,,ENTRY,,1854155631,,,,,,,
325,203,K02,202,1,1/10/2025 10:50,3,3,TNG,11.3,1244690863,11.30,102.80,,,,,
306,203,M01,,1,1/10/2025 10:50,1,,ENTRY,,4039280783,,,,,,,
97,203,K01,204,2,1/10/2025 10:50,3,3,TNG,14.4,4114887471,14.40,48.50,,,,,
301,203,M02,,1,1/10/2025 10:50,1,,ENTRY,,1018839727,,,,,,,
302,203,M02,,1,1/10/2025 10:51,1,,ENTRY,,1879116271,,,,,,,
352,203,M04,,1,1/10/2025 10:51,1,,ENTRY,,1610593487,,,,,,,
509,203,M06,,1,1/10/2025 10:51,1,,ENTRY,,2231330575,,,,,,,
353,203,M04,,1,1/10/2025 10:52,1,,ENTRY,,1854629551,,,,,,,
510,203,M06,,1,1/10/2025 10:52,1,,ENTRY,,2254574031,,,,,,,
307,203,M01,,1,1/10/2025 10:52,1,,ENTRY,,2804449551,,,,,,,
327,203,K02,201,1,1/10/2025 10:52,3,3,TNG,18.4,2008478031,18.40,159.05,,,,,
240,203,K06,   ,1,1/10/2025 10:52,1,1,RFID,9.2,E2806F1220001C023E9BD795,9.20,2032.46,3,G8062,,,05 - No entry info
240,203,K06,,1,1/10/2025 10:52,,,,0,E2806F1220,0.00,0.00, , ,22,NoEntryInfo,
511,203,M06,,1,1/10/2025 10:52,1,,ENTRY,,4228849327,,,,,,,
354,203,M04,,1,1/10/2025 10:53,1,,ENTRY,,1760392591,,,,,,,
99,203,K01,202,2,1/10/2025 10:53,3,3,TNG,11.3,1880049071,11.30,8.65,,,,,
317,203,M07,,1,1/10/2025 10:53,1,,ENTRY,,E28011052000755319D00A56,,,3,JXK5311,,,
512,203,M06,,1,1/10/2025 10:53,1,,ENTRY,,3327597669,,,,,,,
328,203,K02,202,1,1/10/2025 10:53,2,2,TNG,8.5,1218913519,8.50,154.68,,,,,
355,203,M04,,1,1/10/2025 10:53,1,,ENTRY,,1866996527,,,,,,,
303,203,M02,,1,1/10/2025 10:53,1,,ENTRY,,1783871567,,,,,,,
100,203,K01,201,2,1/10/2025 10:53,3,3,TNG,18.4,1066034767,18.40,87.08,,,,,
100,203,K01,,2,1/10/2025 10:53,,,,0,1066034767,0.00,0.00, , ,53,TngAutorefillEnable,
305,203,K05,201,1,1/10/2025 10:53,1,1,TNG,9.2,1159939791,9.20,23.33,,,,,
293,203,K04,204,1,1/10/2025 10:53,1,1,ABTC,7.2,2164485935,7.20,72.80,,,,,
318,203,M07,,1,1/10/2025 10:53,1,,ENTRY,,E2806F122000AD02415085FE,,,3,JUD720,,,
241,203,K06,201,1,1/10/2025 10:53,1,1,RFID,9.2,E2806F12200007024151221A,9.20,34.28,3,VNN9472,,,
304,203,M02,,1,1/10/2025 10:53,1,,ENTRY,,3277280757,,,,,,,
513,203,M06,,1,1/10/2025 10:53,1,,ENTRY,,1072777551,,,,,,,
319,203,M07,,1,1/10/2025 10:53,1,,ENTRY,,E280110520007552E9C50ACC,,,3,VLA3331,,,
305,203,M02,,1,1/10/2025 10:54,1,,ENTRY,,1156981903,,,,,,,
308,203,M01,,1,1/10/2025 10:54,1,,ENTRY,,1800626543,,,,,,,
329,203,K02,202,1,1/10/2025 10:54,3,3,TNG,11.3,1016687311,11.30,114.28,,,,,
514,203,M06,,1,1/10/2025 10:54,1,,ENTRY,,1217401743,,,,,,,
306,203,M02,,1,1/10/2025 10:54,1,,ENTRY,,4091319983,,,,,,,
