,,Plaza ID :,,203 - CAHAYA BARU,,,,,Transaction Inquiry,,,,06/10/2025 14:00:35,,,,
98,203,M01,,1,01/10/2025 08:15:21,1,,ENTRY,,,1316897999,,,,,,
315,203,M06,,1,01/10/2025 08:15:41,1,,ENTRY,,,2223307599,,,,,,
98,203,M02,,1,01/10/2025 08:15:44,1,,ENTRY,,,1284193423,,,,,,
163,203,K01,204,1,01/10/2025 08:15:47,1,1,TNG,7.20,,4103936335,,7.20,,43.87,,
201,203,M04,,1,01/10/2025 08:15:51,1,,ENTRY,,,3328972725,,,,,,
91,203,K02,201,1,01/10/2025 08:15:57,3,3,TNG,18.40,,1660715311,,18.40,,56.00,,
145,203,K05,202,1,01/10/2025 08:16:09,1,1,TNG,5.60,,1262333359,,5.60,,33.70,,
99,203,M01,,1,01/10/2025 08:16:10,1,,ENTRY,,,4147627951,,,,,,
99,203,M02,,1,01/10/2025 08:16:12,1,,ENTRY,,,1285739087,,,,,,
116,203,K04,202,1,01/10/2025 08:16:15,1,1,TNG,5.60,,1763941359,,5.60,,20.63,,
146,203,K05,201,1,01/10/2025 08:16:16,1,1,TNG,9.20,,2224178703,,9.20,,47.11,,
165,203,K01,204,1,01/10/2025 08:16:17,1,1,TNG,7.20,,1051474831,,7.20,,13.81,,
221,203,M07,,1,01/10/2025 08:16:18,1,,ENTRY,,3,E2801105200071020C120A5A,FF8041,,,,,
100,203,M02,,1,01/10/2025 08:16:27,1,,ENTRY,,,1737741711,,,,,,
120,203,K06,204,1,01/10/2025 08:16:28,1,1,RFID,7.20,3,E2806F122000CA023E983E11,JUY186,7.20,,92.20,,
117,203,K04,204,1,01/10/2025 08:16:28,1,1,TNG,7.20,,1007588239,,7.20,,0.95,,
147,203,K05,201,1,01/10/2025 08:16:34,1,1,TNG,9.20,,4239530255,,9.20,,0.12,,
121,203,K06,201,1,01/10/2025 08:16:40,1,1,RFID,9.20,3,E28011052000794C19D70A56,JVT6590,9.20,,70.80,,
118,203,K04,202,1,01/10/2025 08:16:43,1,1,ABTC,5.60,,1807790319,,5.60,,558.22,,
148,203,K05,201,1,01/10/2025 08:16:45,1,1,TNG,9.20,,1078113711,,9.20,,63.10,,
119,203,K04,204,1,01/10/2025 08:16:49,1,1,TNG,7.20,,1866360367,,7.20,,21.33,,
316,203,M06,,1,01/10/2025 08:16:51,1,,ENTRY,,,3281219189,,,,,,
100,203,M01,,1,01/10/2025 08:16:54,1,,ENTRY,,,1822267727,,,,,,
167,203,K01,203,1,01/10/2025 08:16:54,1,1,TNG,9.20,,1261969103,,9.20,,2.80,,
149,203,K05,201,1,01/10/2025 08:16:54,1,1,TNG,9.20,,1806746127,,9.20,,10.61,,
317,203,M06,,1,01/10/2025 08:16:58,1,,ENTRY,,,4219310159,,,,,,
92,203,K02,202,1,01/10/2025 08:17:00,1,1,ABTC,5.60,,1804714031,,5.60,,74.40,,
150,203,K05,204,1,01/10/2025 08:17:01,1,1,ABTC,7.20,,2259805199,,7.20,,8.63,,
151,203,K05,203,1,01/10/2025 08:17:11,1,1,TNG,9.20,,2228361551,,9.20,,113.19,,
168,203,K01,204,1,01/10/2025 08:17:11,1,1,ABTC,7.20,,1855353871,,7.20,,166.97,,
120,203,K04,202,1,01/10/2025 08:17:11,1,1,ABTC,5.60,,2205653583,,5.60,,96.85,,
122,203,K06,202,1,01/10/2025 08:17:18,1,1,RFID,5.60,3,E2806F122000B7023E9C2B50,JWX1566,5.60,,478.10,,
121,203,K04,201,1,01/10/2025 08:17:20,1,1,TNG,9.20,,1170382703,,9.20,,75.57,,
101,203,M01,,1,01/10/2025 08:17:21,1,,ENTRY,,,1823317839,,,,,,
93,203,K02,204,1,01/10/2025 08:17:27,3,3,TNG,14.40,,4191901103,,14.40,,211.20,,
318,203,M06,,1,01/10/2025 08:17:28,1,,ENTRY,,,1865333807,,,,,,
123,203,K06,201,1,01/10/2025 08:17:32,1,1,RFID,9.20,3,E28011052000755619C40A56,JLV8249,9.20,,70.80,,
203,203,M04,,1,01/10/2025 08:17:32,1,,ENTRY,,,1298455823,,,,,,
169,203,K01,204,1,01/10/2025 08:17:34,3,3,TNG,14.40,,4041920687,,14.40,,193.48,,
102,203,M01,,1,01/10/2025 08:17:36,1,,ENTRY,,,4144836655,,,,,,
152,203,K05,202,1,01/10/2025 08:17:37,1,1,TNG,5.60,,1159888015,,5.60,,21.51,,
122,203,K04,204,1,01/10/2025 08:17:43,1,1,TNG,7.20,,1889341231,,7.20,,324.79,,
124,203,K06,204,1,01/10/2025 08:17:43,1,1,RFID,7.20,3,E280110520007052E93F0ACC,W7101Q,7.20,,112.68,,
319,203,M06,,1,01/10/2025 08:17:46,1,,ENTRY,,,1607983247,,,,,,
170,203,K01,201,1,01/10/2025 08:17:49,3,3,TNG,18.40,,4106848207,,18.40,,220.13,,
153,203,K05,202,1,01/10/2025 08:17:54,1,1,TNG,5.60,,1072284303,,5.60,,18.85,,
125,203,K06,202,1,01/10/2025 08:17:56,1,1,RFID,5.60,3,E2806F122000CA02412D5D11,QPC9400,5.60,,109.35,,
204,203,M04,,1,01/10/2025 08:18:07,1,,ENTRY,,,3270142799,,,,,,
222,203,M07,,1,01/10/2025 08:18:07,1,,ENTRY,,3,E2806F122000160241512A48,JXU419,,,,,
103,203,M01,,1,01/10/2025 08:18:08,1,,ENTRY,,,1680962159,,,,,,
101,203,M02,,1,01/10/2025 08:18:10,1,,ENTRY,,,1277494991,,,,,,
223,203,M07,,1,01/10/2025 08:18:14,1,,ENTRY,,3,E2806F1220003C02423D2FE9,RAW523,,,,,
205,203,M04,,1,01/10/2025 08:18:17,1,,ENTRY,,,2244319695,,,,,,
171,203,K01,201,1,01/10/2025 08:18:21,3,3,TNG,18.40,,1308206127,,18.40,,152.08,,
171,203,K01,,1,01/10/2025 08:18:22,,,,0.00, ,1308206127, ,0.00,,0.00,53,TngAutorefillEnable
320,203,M06,,1,01/10/2025 08:18:26,1,,ENTRY,,,1719289935,,,,,,
154,203,K05,201,1,01/10/2025 08:18:26,1,1,ABTC,9.20,,1306148047,,9.20,,70.80,,
102,203,M02,,1,01/10/2025 08:18:26,1,,ENTRY,,,4157837711,,,,,,
124,203,K04,201,1,01/10/2025 08:18:29,1,1,TNG,9.20,,4244568527,,9.20,,72.96,,
155,203,K05,202,1,01/10/2025 08:18:34,1,1,ABTC,5.60,,1818630607,,5.60,,74.40,,
125,203,K04,202,1,01/10/2025 08:18:40,1,1,TNG,5.60,,1123050127,,5.60,,10.12,,
322,203,M06,,1,01/10/2025 08:18:40,1,,ENTRY,,,3234368143,,,,,,
126,203,K06,201,1,01/10/2025 08:18:40,1,1,RFID,9.20,3,E280110520007751CCC80A55,JKH6399,9.20,,80.90,,
323,203,M06,,1,01/10/2025 08:18:51,1,,ENTRY,,,1020732271,,,,,,
94,203,K02,202,1,01/10/2025 08:18:53,1,1,TNG,5.60,,1098786063,,5.60,,40.28,,
206,203,M04,,1,01/10/2025 08:19:06,1,,ENTRY,,,1147774703,,,,,,
104,203,M01,,1,01/10/2025 08:19:22,1,,ENTRY,,,3340231631,,,,,,
156,203,K05,202,1,01/10/2025 08:19:26,1,1,TNG,5.60,,1058185263,,5.60,,18.22,,
324,203,M06,,1,01/10/2025 08:19:26,1,,ENTRY,,,1772982991,,,,,,
127,203,K06,202,1,01/10/2025 08:19:26,1,1,RFID,5.60,3,E280110520007752E2E70A55,PNP6096,5.60,,121.58,,
207,203,M04,,1,01/10/2025 08:19:26,1,,ENTRY,,,4294114991,,,,,,
126,203,K04,204,1,01/10/2025 08:19:32,1,1,ABTC,7.20,,2252021487,,7.20,,86.94,,
173,203,K01,000,1,01/10/2025 08:19:37,2,2,TNG,13.80,,1126340303,,13.80,,26.01,,
224,203,M07,,1,01/10/2025 08:19:38,1,,ENTRY,,3,E280110520007711FA440ACE,JWG8768,,,,,
225,203,M07,,1,01/10/2025 08:19:48,1,,ENTRY,,3,E2806F122000FE02424515B1,JGD1551,,,,,
103,203,M02,,1,01/10/2025 08:19:50,1,,ENTRY,,,1367994031,,,,,,
174,203,K01,201,1,01/10/2025 08:19:50,3,3,TNG,18.40,,1793387055,,18.40,,303.18,,
105,203,M01,,1,01/10/2025 08:19:50,1,,ENTRY,,,1018191599,,,,,,
157,203,K05,204,1,01/10/2025 08:20:07,1,1,ABTC,7.20,,3342470127,,7.20,,72.80,,
226,203,M07,,1,01/10/2025 08:20:14,1,,ENTRY,,3,E280110520007082C5830A55,JSE9171,,,,,
127,203,K04,204,1,01/10/2025 08:20:16,1,1,ABTC,7.20,,1353977519,,7.20,,8.20,,
325,203,M06,,1,01/10/2025 08:20:18,1,,ENTRY,,,1894800303,,,,,,
95,203,K02,201,1,01/10/2025 08:20:21,3,3,TNG,18.40,,1044259311,,18.40,,457.42,,
208,203,M04,,1,01/10/2025 08:20:22,1,,ENTRY,,,1730895951,,,,,,
227,203,M07,,1,01/10/2025 08:20:25,1,,ENTRY,,3,E2806F122000C1023E9C8FED,JWW4799,,,,,
106,203,M01,,1,01/10/2025 08:20:29,1,,ENTRY,,,1042405071,,,,,,
209,203,M04,,1,01/10/2025 08:20:30,1,,ENTRY,,,1876255695,,,,,,
128,203,K06,201,1,01/10/2025 08:20:33,1,1,RFID,9.20,3,E2806F1220007A0241211543,JQF9891,9.20,,25.06,,
176,203,K01,202,1,01/10/2025 08:20:41,1,1,TNG,5.60,,1129131183,,5.60,,14.70,,
129,203,K06,204,1,01/10/2025 08:20:51,1,1,RFID,7.20,3,E280110520007456E1670A55,JTW1053,7.20,,10.99,,
326,203,M06,,1,01/10/2025 08:21:04,1,,ENTRY,,,1617795567,,,,,,
177,203,K01,204,1,01/10/2025 08:21:17,1,1,TNG,7.20,,1012572399,,7.20,,8.63,,
210,203,M04,,1,01/10/2025 08:21:20,1,,ENTRY,,,1333234799,,,,,,
327,203,M06,,1,01/10/2025 08:21:27,1,,ENTRY,,,4027938799,,,,,,
158,203,K05,202,1,01/10/2025 08:21:33,1,1,ABTC,5.60,,1029436271,,5.60,,59.60,,
179,203,K01,201,1,01/10/2025 08:21:51,1,1,TNG,9.20,,3147067087,,9.20,,16.36,,
211,203,M04,,1,01/10/2025 08:21:52,1,,ENTRY,,,1883601135,,,,,,
328,203,M06,,1,01/10/2025 08:21:53,1,,ENTRY,,,1171536111,,,,,,
130,203,K06,201,1,01/10/2025 08:21:58,1,1,RFID,9.20,3,E2806F122000C5023E9BC51A,JWT4228,9.20,,311.44,,
107,203,M01,,1,01/10/2025 08:21:59,1,,ENTRY,,,1058135023,,,,,,
96,203,K02,202,1,01/10/2025 08:21:59,3,3,TNG,11.30,,1058117167,,11.30,,181.02,,
96,203,K02,,1,01/10/2025 08:22:00,,,,0.00, ,1058117167, ,0.00,,0.00,54,TngAutorefillDisable
107,203,M01,,1,01/10/2025 08:22:00,,,,0.00, ,1058135023, ,0.00,,0.00,54,TngAutorefillDisable
104,203,M02,,1,01/10/2025 08:22:05,1,,ENTRY,,,2238613775,,,,,,
180,203,K01,202,1,01/10/2025 08:22:09,1,1,TNG,5.60,,1074126863,,5.60,,139.92,,
97,203,K02,201,1,01/10/2025 08:22:11,3,3,TNG,18.40,,1272836239,,18.40,,184.89,,
228,203,M07,,1,01/10/2025 08:22:14,1,,ENTRY,,3,E28011052000798319CA0A56,JRQ3669,,,,,
181,203,K01,202,1,01/10/2025 08:22:17,3,3,TNG,11.30,,1044912815,,11.30,,52.30,,
329,203,M06,,1,01/10/2025 08:22:21,1,,ENTRY,,,4246286895,,,,,,
128,203,K04,201,1,01/10/2025 08:22:24,1,1,ABTC,9.20,,1271749999,,9.20,,70.80,,
98,203,K02,204,1,01/10/2025 08:22:28,3,3,TNG,14.40,,1882919311,,14.40,,62.40,,
330,203,M06,,1,01/10/2025 08:22:35,1,,ENTRY,,,1807033679,,,,,,
331,203,M06,,1,01/10/2025 08:22:43,1,,ENTRY,,,1275116399,,,,,,
131,203,K06,204,1,01/10/2025 08:22:46,1,1,RFID,7.20,3,E2801105200074CC19E80A56,JVK1033,7.20,,100.68,,
159,203,K05,202,1,01/10/2025 08:23:00,1,1,ABTC,5.60,,1017879631,,5.60,,74.40,,
99,203,K02,204,1,01/10/2025 08:23:03,1,1,TNG,7.20,,1746655375,,7.20,,15.88,,
182,203,K01,204,1,01/10/2025 08:23:09,1,1,TNG,7.20,,1327678863,,7.20,,7.62,,
105,203,M02,,1,01/10/2025 08:23:13,1,,ENTRY,,,1057626479,,,,,,
160,203,K05,202,1,01/10/2025 08:23:15,1,1,ABTC,5.60,,2224330287,,5.60,,74.40,,
332,203,M06,,1,01/10/2025 08:23:18,1,,ENTRY,,,1832389103,,,,,,
129,203,K04,202,1,01/10/2025 08:23:23,1,1,ABTC,5.60,,4037573935,,5.60,,74.40,,
229,203,M07,,1,01/10/2025 08:23:24,1,,ENTRY,,3,E280110520007996E7BF0ACC,JWS8202,,,,,
161,203,K05,201,1,01/10/2025 08:23:26,1,1,TNG,9.20,,1077521487,,9.20,,34.58,,
230,203,M07,,1,01/10/2025 08:23:31,1,,ENTRY,,3,E280110520007B8EE9630ACC,RR5121,,,,,
333,203,M06,,1,01/10/2025 08:23:32,1,,ENTRY,,,4032161135,,,,,,
108,203,M01,,1,01/10/2025 08:23:41,1,,ENTRY,,,4043559439,,,,,,
334,203,M06,,1,01/10/2025 08:23:47,1,,ENTRY,,,4200519247,,,,,,
106,203,M02,,1,01/10/2025 08:23:48,1,,ENTRY,,,1246744335,,,,,,
162,203,K05,204,1,01/10/2025 08:23:58,1,1,TNG,7.20,,2246925263,,7.20,,18.31,,
132,203,K06,202,1,01/10/2025 08:24:04,1,1,RFID,5.60,3,E2801105200077539D840A1C,JUX8825,5.60,,74.40,,
100,203,K02,201,1,01/10/2025 08:24:16,3,3,TNG,18.40,,1879754191,,18.40,,120.51,,
163,203,K05,201,1,01/10/2025 08:24:18,1,1,TNG,9.20,,1841238767,,9.20,,10.25,,
164,203,K05,202,1,01/10/2025 08:24:26,1,1,ABTC,5.60,,1776077263,,5.60,,3.82,,
335,203,M06,,1,01/10/2025 08:24:27,1,,ENTRY,,,1030387983,,,,,,
165,203,K05,204,1,01/10/2025 08:24:38,1,1,ABTC,7.20,,3095073551,,7.20,,151.67,,
130,203,K04,201,1,01/10/2025 08:24:39,1,1,TNG,9.20,,1056307951,,9.20,,16.11,,
109,203,M01,,1,01/10/2025 08:24:49,1,,ENTRY,,,1066396719,,,,,,
133,203,K06,202,1,01/10/2025 08:24:59,1,1,RFID,5.60,3,E2801105200070C1C8A50A55,WKY6445,5.60,,74.40,,
336,203,M06,,1,01/10/2025 08:25:03,1,,ENTRY,,,1621689743,,,,,,
183,203,K01,202,1,01/10/2025 08:25:04,3,3,TNG,11.30,,1079956783,,11.30,,54.30,,
166,203,K05,202,1,01/10/2025 08:25:07,1,1,TNG,5.60,,1894942159,,5.60,,42.97,,
134,203,K06,204,1,01/10/2025 08:25:09,1,1,RFID,7.20,3,E280110520007182F9300ACE,JMY5135,7.20,,243.71,,
231,203,M07,,1,01/10/2025 08:25:15,1,,ENTRY,,3,E280110520007B8DE8650ACC,JQM4001,,,,,
337,203,M06,,1,01/10/2025 08:25:20,1,,ENTRY,,,4188385071,,,,,,
131,203,K04,202,1,01/10/2025 08:25:24,1,1,TNG,5.60,,1860089359,,5.60,,14.36,,
338,203,M06,,1,01/10/2025 08:25:30,1,,ENTRY,,,1869109327,,,,,,
167,203,K05,204,1,01/10/2025 08:25:35,1,1,ABTC,7.20,,1792842351,,7.20,,66.69,,
102,203,K02,000,1,01/10/2025 08:25:36,1,1,TNG,9.20,,1722770447,,9.20,,22.28,,
184,203,K01,204,1,01/10/2025 08:25:38,1,1,TNG,7.20,,4199722479,,7.20,,3.01,,
135,203,K06,201,1,01/10/2025 08:25:41,1,1,RFID,9.20,3,E2806F12200011024122A853,JVM119,9.20,,"14,014.51",,
132,203,K04,204,1,01/10/2025 08:25:44,1,1,TNG,7.20,,1123268271,,7.20,,8.44,,
136,203,K06,201,1,01/10/2025 08:25:49,1,1,RFID,9.20,3,E28011052000791EF9190ACE,WC9476H,9.20,,70.80,,
110,203,M01,,1,01/10/2025 08:25:52,1,,ENTRY,,,1299385935,,,,,,
103,203,K02,204,1,01/10/2025 08:25:53,5,1,ABTC,4.50,,2780059823,,4.50,,751.77,,
185,203,K01,204,1,01/10/2025 08:25:54,3,3,TNG,14.40,,1316091855,,14.40,,34.50,,
133,203,K04,201,1,01/10/2025 08:25:55,1,1,TNG,9.20,,2169174159,,9.20,,16.55,,
232,203,M07,,1,01/10/2025 08:26:06,1,,ENTRY,,3,E28011052000768EC6D10A55,JRB8873,,,,,
339,203,M06,,1,01/10/2025 08:26:07,1,,ENTRY,,,1015309967,,,,,,
340,203,M06,,1,01/10/2025 08:26:15,1,,ENTRY,,,1788909199,,,,,,
111,203,M01,,1,01/10/2025 08:26:15,1,,ENTRY,,,1765997903,,,,,,
212,203,M04,,1,01/10/2025 08:26:18,1,,ENTRY,,,1086812015,,,,,,
107,203,M02,,1,01/10/2025 08:26:20,1,,ENTRY,,,3329173717,,,,,,
134,203,K04,201,1,01/10/2025 08:26:27,1,1,TNG,9.20,,3340308111,,9.20,,63.93,,
108,203,K02,000,1,01/10/2025 08:26:28,1,1,TNG,9.20,,4280030031,,9.20,,45.80,,
168,203,K05,204,1,01/10/2025 08:26:29,1,1,ABTC,7.20,,1797599855,,7.20,,19.90,,
187,203,K01,204,1,01/10/2025 08:26:33,1,1,TNG,7.20,,1883874927,,7.20,,14.46,,
341,203,M06,,1,01/10/2025 08:26:35,1,,ENTRY,,,1793402863,,,,,,
213,203,M04,,1,01/10/2025 08:26:36,1,,ENTRY,,,2244995215,,,,,,
188,203,K01,204,1,01/10/2025 08:26:43,2,2,TNG,10.80,,1896337359,,10.80,,58.16,,
135,203,K04,201,1,01/10/2025 08:26:43,1,1,TNG,9.20,,3369854053,,9.20,,24.72,,
112,203,M01,,1,01/10/2025 08:26:49,1,,ENTRY,,,4089464271,,,,,,
214,203,M04,,1,01/10/2025 08:26:52,1,,ENTRY,,,1884007567,,,,,,
136,203,K04,201,1,01/10/2025 08:26:59,1,1,TNG,9.20,,3950605135,,9.20,,46.94,,
215,203,M04,,1,01/10/2025 08:27:13,1,,ENTRY,,,1015450671,,,,,,
342,203,M06,,1,01/10/2025 08:27:14,1,,ENTRY,,,2251147855,,,,,,
189,203,K01,204,1,01/10/2025 08:27:19,1,1,TNG,7.20,,2253805519,,7.20,,7.60,,
137,203,K04,204,1,01/10/2025 08:27:19,1,1,TNG,7.20,,1850054063,,7.20,,6.23,,
109,203,K02,201,1,01/10/2025 08:27:20,2,2,TNG,13.80,,1163866063,,13.80,,144.24,,
343,203,M06,,1,01/10/2025 08:27:22,1,,ENTRY,,,1150735567,,,,,,
344,203,M06,,1,01/10/2025 08:27:41,1,,ENTRY,,,1784915279,,,,,,
138,203,K04,201,1,01/10/2025 08:27:42,1,1,ABTC,9.20,,3303959381,,9.20,,354.37,,
190,203,K01,204,1,01/10/2025 08:27:43,1,1,TNG,7.20,,1866106607,,7.20,,31.40,,
137,203,K06,202,1,01/10/2025 08:27:52,1,1,RFID,5.60,3,E280110520007291CCB30A55,JQA7660,5.60,,87.32,,
169,203,K05,204,1,01/10/2025 08:27:54,1,1,TNG,7.20,,4124698191,,7.20,,130.60,,
345,203,M06,,1,01/10/2025 08:27:54,1,,ENTRY,,,1173019695,,,,,,
139,203,K04,204,1,01/10/2025 08:27:56,1,1,ABTC,7.20,,1800027055,,7.20,,39.12,,
138,203,K06,204,1,01/10/2025 08:27:58,1,1,RFID,7.20,3,E2801105200072D2CB090A55,JFB8421,7.20,,843.69,,
110,203,K02,204,1,01/10/2025 08:28:03,1,1,TNG,7.20,,1795740047,,7.20,,0.41,,
139,203,K06,201,1,01/10/2025 08:28:08,1,1,RFID,9.20,3,E2806F1220005802413367B3,JPS8559,9.20,,"1,062.32",,
346,203,M06,,1,01/10/2025 08:28:08,1,,ENTRY,,,1781552367,,,,,,
216,203,M04,,1,01/10/2025 08:28:09,1,,ENTRY,,,1018396655,,,,,,
192,203,K01,204,1,01/10/2025 08:28:20,1,1,TNG,7.20,,2215550639,,7.20,,19.23,,
140,203,K04,201,1,01/10/2025 08:28:21,1,1,ABTC,9.20,,1768978735,,9.20,,227.75,,
113,203,M01,,1,01/10/2025 08:28:22,1,,ENTRY,,,1058921743,,,,,,
113,203,M01,,1,01/10/2025 08:28:23,,,,0.00, ,1058921743, ,0.00,,0.00,54,TngAutorefillDisable
108,203,M02,,1,01/10/2025 08:28:25,1,,ENTRY,,,1213741519,,,,,,
108,203,M02,,1,01/10/2025 08:28:26,,,,0.00, ,1213741519, ,0.00,,0.00,54,TngAutorefillDisable
347,203,M06,,1,01/10/2025 08:28:28,1,,ENTRY,,,1810975215,,,,,,
170,203,K05,204,1,01/10/2025 08:28:30,1,1,TNG,7.20,,1036517487,,7.20,,32.84,,
111,203,K02,204,1,01/10/2025 08:28:30,1,1,TNG,7.20,,1862544239,,7.20,,27.82,,
217,203,M04,,1,01/10/2025 08:28:37,1,,ENTRY,,,4029088623,,,,,,
233,203,M07,,1,01/10/2025 08:28:38,1,,ENTRY,,3,E2806F122000D10241228CEE,JTU8544,,,,,
218,203,M04,,1,01/10/2025 08:28:44,1,,ENTRY,,,1280070863,,,,,,
109,203,M02,,1,01/10/2025 08:29:01,1,,ENTRY,,,2206287951,,,,,,
114,203,M01,,1,01/10/2025 08:29:04,1,,ENTRY,,,1828164751,,,,,,
171,203,K05,202,1,01/10/2025 08:29:13,1,1,ABTC,5.60,,1826000431,,5.60,,173.23,,
348,203,M06,,1,01/10/2025 08:29:16,1,,ENTRY,,,1313108399,,,,,,
194,203,K01,201,1,01/10/2025 08:29:21,1,1,TNG,9.20,,4223155279,,9.20,,48.95,,
195,203,K01,201,1,01/10/2025 08:29:32,3,3,TNG,18.40,,1087503087,,18.40,,32.31,,
115,203,M01,,1,01/10/2025 08:29:41,1,,ENTRY,,,2175591151,,,,,,
112,203,K02,201,1,01/10/2025 08:29:45,3,3,TNG,18.40,,1660826351,,18.40,,307.90,,
141,203,K04,201,1,01/10/2025 08:29:46,1,1,TNG,9.20,,1164388527,,9.20,,47.42,,
234,203,M07,,1,01/10/2025 08:29:59,1,,ENTRY,,3,E2806F122000B10242240538,ANQ238,,,,,
113,203,K02,201,1,01/10/2025 08:29:59,3,3,TNG,18.40,,2006029551,,18.40,,125.34,,
114,203,K02,201,1,01/10/2025 08:30:13,3,3,TNG,18.40,,4143370287,,18.40,,209.62,,
197,203,K01,204,1,01/10/2025 08:30:15,1,1,TNG,7.20,,1884404527,,7.20,,7.85,,
349,203,M06,,1,01/10/2025 08:30:27,1,,ENTRY,,,1170226511,,,,,,
235,203,M07,,1,01/10/2025 08:30:30,1,,ENTRY,,3,E280110520007196E1C00A55,JVH991,,,,,
115,203,K02,201,1,01/10/2025 08:30:35,1,1,TNG,9.20,,4285991279,,9.20,,6.40,,
350,203,M06,,1,01/10/2025 08:30:35,1,,ENTRY,,,4185688847,,,,,,
219,203,M04,,1,01/10/2025 08:30:42,1,,ENTRY,,,1036800943,,,,,,
236,203,M07,,1,01/10/2025 08:30:46,1,,ENTRY,,3,E280110520007791C9A30A55,JPS8109,,,,,
351,203,M06,,1,01/10/2025 08:30:56,1,,ENTRY,,,1771856783,,,,,,
110,203,M02,,1,01/10/2025 08:31:26,1,,ENTRY,,,1033889775,,,,,,
172,203,K05,202,1,01/10/2025 08:31:29,1,1,TNG,5.60,,1141421039,,5.60,,65.28,,
198,203,K01,201,1,01/10/2025 08:31:33,3,3,TNG,18.40,,1174003599,,18.40,,40.03,,
142,203,K04,204,1,01/10/2025 08:31:49,1,1,ABTC,7.20,,1063619663,,7.20,,9.05,,
352,203,M06,,1,01/10/2025 08:31:51,1,,ENTRY,,,1791735439,,,,,,
237,203,M07,,1,01/10/2025 08:31:56,1,,ENTRY,,3,E280110520007956E2EA0A55,JJM5177,,,,,
220,203,M04,,1,01/10/2025 08:31:56,1,,ENTRY,,,1891423215,,,,,,
353,203,M06,,1,01/10/2025 08:32:00,1,,ENTRY,,,1031168783,,,,,,
143,203,K04,201,1,01/10/2025 08:32:01,1,1,TNG,9.20,,3209485391,,9.20,,97.94,,
111,203,M02,,1,01/10/2025 08:32:02,1,,ENTRY,,,1028671759,,,,,,
116,203,M01,,1,01/10/2025 08:32:05,1,,ENTRY,,,3165142063,,,,,,
221,203,M04,,1,01/10/2025 08:32:06,1,,ENTRY,,,1035045487,,,,,,
112,203,M02,,1,01/10/2025 08:32:10,1,,ENTRY,,,3097524111,,,,,,
173,203,K05,202,1,01/10/2025 08:32:11,1,1,TNG,5.60,,1865223119,,5.60,,14.26,,
222,203,M04,,1,01/10/2025 08:32:15,1,,ENTRY,,,1896597167,,,,,,
238,203,M07,,1,01/10/2025 08:32:17,1,,ENTRY,,3,E280110520007842F3B20ACE,ANJ8991,,,,,
117,203,M01,,1,01/10/2025 08:32:17,1,,ENTRY,,,4146265103,,,,,,
174,203,K05,202,1,01/10/2025 08:32:18,1,1,ABTC,5.60,,1804565135,,5.60,,79.37,,
116,203,K02,201,1,01/10/2025 08:32:22,1,1,TNG,9.20,,1889587407,,9.20,,4.03,,
199,203,K01,201,1,01/10/2025 08:32:22,1,1,TNG,9.20,,4060404623,,9.20,,0.62,,
144,203,K04,201,1,01/10/2025 08:32:23,1,1,TNG,9.20,,1644342831,,9.20,,79.94,,
175,203,K05,201,1,01/10/2025 08:32:25,1,1,ABTC,9.20,,1124179855,,9.20,,42.04,,
117,203,K02,201,1,01/10/2025 08:32:33,3,3,TNG,18.40,,1885360591,,18.40,,250.60,,
354,203,M06,,1,01/10/2025 08:32:37,1,,ENTRY,,,3298903525,,,,,,
146,203,K04,201,1,01/10/2025 08:32:38,1,1,ABTC,9.20,,1271432687,,9.20,,1.60,,
200,203,K01,202,1,01/10/2025 08:32:46,3,3,TNG,11.30,,1342597519,,11.30,,17.91,,
118,203,K02,202,1,01/10/2025 08:32:47,3,3,TNG,11.30,,4141653103,,11.30,,12.77,,
176,203,K05,204,1,01/10/2025 08:32:58,1,1,ABTC,7.20,,0607010031,,7.20,,72.80,,
119,203,K02,204,1,01/10/2025 08:32:58,3,3,TNG,14.40,,4112734063,,14.40,,34.54,,
355,203,M06,,1,01/10/2025 08:32:59,1,,ENTRY,,,2254381263,,,,,,
118,203,M01,,1,01/10/2025 08:33:01,1,,ENTRY,,,4039280783,,,,,,
177,203,K05,204,1,01/10/2025 08:33:11,1,1,TNG,7.20,,4225305839,,7.20,,117.67,,
147,203,K04,204,1,01/10/2025 08:33:13,1,1,ABTC,7.20,,1804840303,,7.20,,"1,671.67",,
140,203,K06,204,1,01/10/2025 08:33:18,1,1,RFID,7.20,3,E280110520007706CD670A55,JWP9335,7.20,,72.80,,
148,203,K04,204,1,01/10/2025 08:33:19,1,1,TNG,7.20,,2251123375,,7.20,,5.60,,
201,203,K01,201,1,01/10/2025 08:33:30,3,3,TNG,18.40,,1093445487,,18.40,,62.91,,
356,203,M06,,1,01/10/2025 08:33:34,1,,ENTRY,,,1680869903,,,,,,
178,203,K05,201,1,01/10/2025 08:33:36,1,1,TNG,9.20,,1093961359,,9.20,,2.28,,
223,203,M04,,1,01/10/2025 08:33:36,1,,ENTRY,,,1884752783,,,,,,
120,203,K02,204,1,01/10/2025 08:33:44,3,3,TNG,14.40,,1690413967,,14.40,,25.50,,
119,203,M01,,1,01/10/2025 08:33:46,1,,ENTRY,,,1134477807,,,,,,
224,203,M04,,1,01/10/2025 08:33:47,1,,ENTRY,,,4153027407,,,,,,
357,203,M06,,1,01/10/2025 08:33:55,1,,ENTRY,,,1007737359,,,,,,
